"Station"	"Year"	"Month"	"C"	"RH"	"Blight"
"1"	11641	1990	1	24.75	77.05	0.16
"2"	11641	1990	2	24.45	75.23	0.29
"3"	11641	1990	3	24.61	74.88	0.1
"4"	11641	1990	4	26.03	71.44	0
"5"	11641	1990	5	27.34	74.81	0
"6"	11641	1990	6	27.59	77.17	0
"7"	11641	1990	7	27.8	76.65	0
"8"	11641	1990	8	28.09	77.44	0
"9"	11641	1990	9	28.13	77.38	0
"10"	11641	1990	10	27.08	81.81	0.16
"11"	11641	1990	11	26.57	78.95	0
"12"	11641	1990	12	24.97	76.09	0.13
"13"	11641	1991	1	24.7	77.2	0.13
"14"	11641	1991	2	24.88	77.79	0.21
"15"	11641	1991	3	25.43	72.91	0
"16"	11641	1991	4	26.05	76.25	0
"17"	11641	1991	5	27.04	77.09	0
"18"	11641	1991	6	27.91	77.71	0
"19"	11641	1991	7	28.16	81.22	0.03
"20"	11641	1991	8	28.46	78.19	0
"21"	11641	1991	9	28.1	78.08	0
"22"	11641	1991	10	27.5	76.37	0.03
"23"	11641	1991	11	26.35	80.06	0
"24"	11641	1991	12	24.8	78.71	0.23
"25"	11641	1992	1	24.82	80.63	0.19
"26"	11641	1992	2	25.34	77.14	0.07
"27"	11641	1992	3	25.67	78.1	0
"28"	11641	1992	4	26.89	74.59	0
"29"	11641	1992	6	28.08	77.39	0
"30"	11641	1992	7	27.73	79.54	0.03
"31"	11641	1992	8	27.87	78.16	0
"32"	11641	1992	9	27.55	80.78	0.03
"33"	11641	1992	10	28.38	76.43	0
"34"	11641	1992	11	26.74	80.5	0.07
"35"	11641	1992	12	26.08	77.62	0
"36"	11641	1993	2	25.46	73.26	0.11
"37"	11641	1993	3	25.99	74.04	0
"38"	11641	1993	4	26.37	76.92	0.03
"39"	11641	1993	5	27.39	76.84	0
"40"	11641	1993	6	28.19	75.92	0
"41"	11641	1993	7	28	77.06	0.03
"42"	11641	1993	8	28.65	74.49	0
"43"	11641	1993	9	27.92	77.01	0
"44"	11641	1993	10	27.81	76.9	0
"45"	11641	1993	11	26.76	77.6	0
"46"	11641	1993	12	25.77	77.14	0.03
"47"	11641	1994	1	25.08	76.9	0.19
"48"	11641	1994	2	25.05	74.25	0.04
"49"	11641	1994	3	26.01	70.29	0
"50"	11641	1994	4	26.38	70.71	0
"51"	11641	1994	6	27.86	73.41	0
"52"	11641	1994	7	28.12	71.88	0
"53"	11641	1994	8	28.56	73.03	0
"54"	11641	1994	9	28.21	75.47	0
"55"	11641	1994	10	27.87	75.13	0
"56"	11641	1994	11	26.89	78.39	0.03
"57"	11641	1994	12	26.09	74.7	0
"58"	11641	1995	1	25.32	74.73	0.13
"59"	11641	1995	2	25.24	74.84	0.14
"60"	11641	1995	3	25.06	70.83	0
"61"	11641	1995	4	26.77	74.02	0
"62"	11641	1995	5	27.16	79.2	0
"63"	11641	1995	6	28.21	76.45	0.03
"64"	11641	1995	8	28.75	75.97	0
"65"	11641	1995	9	28.84	74.8	0.03
"66"	11641	1995	10	27.35	80.23	0.03
"67"	11641	1995	11	26.82	77.82	0
"68"	11641	1995	12	26.21	77.55	0.03
"69"	12815	1990	1	18.36	74.4	1.81
"70"	12815	1990	2	19.99	72.46	1.32
"71"	12815	1990	3	20.42	68.76	0.58
"72"	12815	1990	4	21.57	67.42	0.6
"73"	12815	1990	6	26.73	73.95	0.03
"74"	12815	1990	7	27.18	76.7	0
"75"	12815	1990	8	27.31	76.71	0.26
"76"	12815	1990	9	26.86	73.61	0.17
"77"	12815	1990	10	24.17	75	0.03
"78"	12815	1990	11	20.24	73.9	0.93
"79"	12815	1990	12	18.6	77.75	2.35
"80"	12815	1991	1	18.24	79.55	2.55
"81"	12815	1991	2	17.51	67.71	0.96
"82"	12815	1991	3	19.51	72.76	2.06
"83"	12815	1991	4	23.56	76.31	1.43
"84"	12815	1991	5	25.49	77.96	0.77
"85"	12815	1991	6	26.27	77.93	0.03
"86"	12815	1991	7	26.86	81.74	0.19
"87"	12815	1991	8	27.35	80.02	0.06
"88"	12815	1991	9	26.67	79.15	0.03
"89"	12815	1991	10	23.06	77.88	0.97
"90"	12815	1991	11	18.32	74.35	1.7
"91"	12815	1991	12	18.11	75.4	1.55
"92"	12815	1992	1	14.97	71.51	1.23
"93"	12815	1992	2	17.57	74.4	1.24
"94"	12815	1992	3	18.83	67.88	1.13
"95"	12815	1992	4	20.49	72.08	1.77
"96"	12815	1992	5	23.43	70.8	1.48
"97"	12815	1992	6	26.3	82.96	0.03
"98"	12815	1992	7	28.33	74.86	0.03
"99"	12815	1992	8	26.51	82.54	0.16
"100"	12815	1992	9	26.15	83.46	0.1
"101"	12815	1992	10	22.32	78.42	2.13
"102"	12815	1992	11	20.59	77.92	0.53
"103"	12815	1992	12	17.16	80.09	2.32
"104"	12815	1993	1	18.44	81.08	2.32
"105"	12815	1993	2	15.51	71	1.5
"106"	12815	1993	3	18.03	70.56	1.39
"107"	12815	1993	4	19.97	64.23	0.2
"108"	12815	1993	5	23.95	68.48	0.16
"109"	12815	1993	6	26.76	74.31	0
"110"	12815	1993	7	27.68	75.93	0.03
"111"	12815	1993	8	27.39	76.62	0.06
"112"	12815	1993	9	26.1	79.59	0
"113"	12815	1993	10	22.94	81.94	2.26
"114"	12815	1993	11	19.77	79.8	2.37
"115"	12815	1993	12	14.55	74.14	1.06
"116"	12815	1994	1	15.66	79.8	2.26
"117"	12815	1994	2	18.6	78.48	2.39
"118"	12815	1994	3	19.69	70.65	1.35
"119"	12815	1994	4	22.9	75.15	1.53
"120"	12815	1994	5	24.62	73.44	0.52
"121"	12815	1994	6	26.31	83.5	0.07
"122"	12815	1994	7	26.3	80.92	0.23
"123"	12815	1994	8	25.91	84.65	0.19
"124"	12815	1994	9	25.14	88.06	0.67
"125"	12815	1994	10	23.56	85.29	2.29
"126"	12815	1994	11	21.46	82.52	3
"127"	12815	1994	12	17.55	86.65	3.13
"128"	12815	1995	1	14.4	78.79	1.35
"129"	12815	1995	2	16.05	70.97	1.82
"130"	12815	1995	3	19.37	76.63	1.84
"131"	12815	1995	4	22.12	77.49	2.34
"132"	12815	1995	6	25.76	79.59	0.33
"133"	12815	1995	7	27.12	79.94	0.1
"134"	12815	1995	8	27.37	82.28	0.06
"135"	12815	1995	9	26.67	81.78	0.1
"136"	12815	1995	10	24.44	81.75	0.68
"137"	12815	1995	11	18.23	76.45	1.6
"138"	12815	1995	12	15.42	77.78	2.57
"139"	12816	1990	1	14.87	80.57	1.97
"140"	12816	1990	2	17.27	79.39	2.29
"141"	12816	1990	3	18.05	76.43	2.19
"142"	12816	1990	4	19.07	73.8	2.07
"143"	12816	1990	6	25.69	79.79	1.1
"144"	12816	1990	9	25.01	81.54	1.4
"145"	12816	1990	10	21.72	82.22	2.03
"146"	12816	1990	11	16.92	80.25	2.27
"147"	12816	1990	12	15.59	84.4	3
"148"	12816	1991	3	17.25	75.4	1.97
"149"	12816	1991	4	21.88	81.3	3.67
"150"	12816	1991	5	25.12	77.93	1.06
"151"	12816	1991	6	25.64	77.42	0.63
"152"	12816	1991	7	25.77	87.53	0.39
"153"	12816	1991	8	26.18	84.94	0.13
"154"	12816	1991	9	24.68	81.28	1.5
"155"	12816	1991	10	20.61	83.25	3.19
"156"	12816	1991	11	14.85	78.96	2
"157"	12816	1991	12	14.28	81.44	2.55
"158"	12816	1992	1	11.5	75.55	1.13
"159"	12816	1992	2	14.39	80.68	2.28
"160"	12816	1992	4	18.51	73.14	1.93
"161"	12816	1992	5	21.6	75.16	2
"162"	12816	1992	6	25.41	85.34	0.8
"163"	12816	1992	8	25.38	87.96	0.52
"164"	12816	1992	9	24.5	86.88	0.63
"165"	12816	1992	10	19.46	86.4	3.48
"166"	12816	1992	11	17.02	87.82	2.9
"167"	12816	1992	12	13.42	84.73	2.45
"168"	12816	1993	1	15.02	84.92	2.77
"169"	12816	1993	2	12.13	76.72	1.04
"170"	12816	1993	4	17.68	69.05	0.57
"171"	12816	1993	5	22.31	73.31	2.19
"172"	12816	1993	6	25.5	77.62	1.87
"173"	12816	1993	7	26.86	80.69	0.65
"174"	12816	1993	8	26.87	77.36	0.48
"175"	12816	1993	9	24.96	81.21	0.7
"176"	12816	1993	10	20.62	84.16	3.68
"177"	12816	1993	11	16.64	82.71	2.77
"178"	12816	1993	12	10.47	80.53	0.77
"179"	12816	1994	1	11.34	83.68	1.77
"180"	12816	1994	2	15.87	80.72	2.61
"181"	12816	1994	3	17.34	73.4	2
"182"	12816	1994	4	21.11	79.48	3.13
"183"	12816	1994	5	23.37	72.96	1.9
"184"	12816	1994	10	21.06	86.68	3.58
"185"	12816	1994	11	18.86	83.52	3.23
"186"	12816	1994	12	14.36	86.04	2.55
"187"	12816	1995	1	11.44	75.64	0.81
"188"	12816	1995	3	17.72	74.75	1.74
"189"	12816	1995	11	14.25	76.61	1.43
"190"	12816	1995	12	11.67	74.82	1.63
"191"	12834	1990	1	16.76	77.9	1.84
"192"	12834	1990	2	19.35	75.63	1.57
"193"	12834	1990	3	19.15	75.33	1.19
"194"	12834	1990	4	20.85	70.4	1.3
"195"	12834	1990	5	25.09	72.4	0.03
"196"	12834	1990	6	26.35	77.85	0.33
"197"	12834	1990	7	26.92	80.25	0
"198"	12834	1990	8	26.87	80.59	0.32
"199"	12834	1990	9	26.69	75.67	0.13
"200"	12834	1990	10	24.21	75.29	0.71
"201"	12834	1990	11	19.6	76.12	2
"202"	12834	1990	12	17.8	79.66	2.55
"203"	12834	1991	1	17.15	80.92	2.48
"204"	12834	1991	2	16.51	72.54	1.57
"205"	12834	1991	3	18.67	72.88	1.26
"206"	12834	1991	4	22.91	78.79	1.23
"207"	12834	1991	5	25.5	78.6	0.71
"208"	12834	1991	6	26.1	78.88	0.03
"209"	12834	1991	7	26.8	81.39	0.03
"210"	12834	1991	8	27.26	80.45	0.03
"211"	12834	1991	9	26.79	76.79	0
"212"	12834	1991	10	22.75	77.05	1.03
"213"	12834	1991	11	17.79	75.57	1
"214"	12834	1991	12	16.99	79.17	1.94
"215"	12834	1992	1	13.52	73.88	1.26
"216"	12834	1992	2	16.07	77.79	1.38
"217"	12834	1992	3	17.33	70.54	1
"218"	12834	1992	4	19.61	71.9	1.47
"219"	12834	1992	5	22.42	73.98	1.19
"220"	12834	1992	6	26.08	82.26	0.23
"221"	12834	1992	7	28.1	75.29	0
"222"	12834	1992	8	26.01	83.35	0.29
"223"	12834	1992	9	26.13	83.71	0.07
"224"	12834	1992	10	21.9	79.32	2.13
"225"	12834	1992	11	20.01	80.19	0.7
"226"	12834	1992	12	16.06	82.12	2.32
"227"	12834	1993	1	17.44	84.04	2.71
"228"	12834	1993	2	13.97	77.71	1.57
"229"	12834	1993	3	16.92	75.43	1.71
"230"	12834	1993	4	18.76	68.45	0.43
"231"	12834	1993	5	23	73.84	0.94
"232"	12834	1993	6	26.09	78.4	0.53
"233"	12834	1993	7	27.36	79.41	0.19
"234"	12834	1993	8	27.02	80.53	0.1
"235"	12834	1993	9	26.12	80.47	0.03
"236"	12834	1993	10	22.61	83.79	1.94
"237"	12834	1993	11	19.47	82.05	2.67
"238"	12834	1993	12	13.36	77.49	0.74
"239"	12834	1994	1	14.32	80.39	1.52
"240"	12834	1994	2	17.47	79.15	1.79
"241"	12834	1994	3	18.65	73.72	1.52
"242"	12834	1994	4	22.4	75.7	1
"243"	12834	1994	5	23.8	74.95	0.94
"244"	12834	1994	6	25.95	83.87	0.37
"245"	12834	1994	7	25.99	84.32	0.35
"246"	12834	1994	8	25.95	84.92	0.23
"247"	12834	1994	9	25.17	84.91	0.57
"248"	12834	1994	10	23.35	83.08	2.03
"249"	12834	1994	11	20.87	84.66	2.5
"250"	12834	1995	1	13.13	74.83	0.81
"251"	12834	1995	2	14.88	71.5	1.61
"252"	12834	1995	3	18.6	77.09	1.77
"253"	12834	1995	4	21.29	77.27	1.87
"254"	12834	1995	5	25.83	72.7	0.35
"255"	12834	1995	6	25.68	79.5	0.4
"256"	12835	1990	2	21.12	72.72	1.43
"257"	12835	1990	3	21.6	68.3	0.48
"258"	12835	1990	4	23.02	67.64	0.5
"259"	12835	1990	5	26.29	74.37	0.13
"260"	12835	1990	6	27.39	73.29	0.13
"261"	12835	1990	9	27.44	76	0.03
"262"	12835	1990	10	25.52	73.28	0.03
"263"	12835	1990	11	21.82	71.44	0.73
"264"	12835	1990	12	20.21	73.85	1.71
"265"	12835	1991	1	20.56	79.46	2.45
"266"	12835	1991	2	19.43	70.8	1.07
"267"	12835	1991	3	21.51	73.75	0.9
"268"	12835	1991	4	24.74	75.06	0.8
"269"	12835	1991	5	26.15	76.43	0.42
"270"	12835	1991	6	27.15	76.74	0.13
"271"	12835	1991	7	27.31	80.22	0.1
"272"	12835	1991	8	27.92	77.66	0.03
"273"	12835	1991	9	27.18	76.34	0.03
"274"	12835	1991	10	24.71	75.06	0.42
"275"	12835	1991	11	20.08	71.5	1.2
"276"	12835	1991	12	19.5	73.6	1.39
"277"	12835	1992	1	17.12	72.21	1.61
"278"	12835	1992	3	20.25	70.89	0.84
"279"	12835	1992	4	22.11	69	0.6
"280"	12835	1992	5	24.42	66.44	0.32
"281"	12835	1992	6	27.16	78.92	0.1
"282"	12835	1992	7	28.18	75.53	0.03
"283"	12835	1992	8	26.95	79.64	0.1
"284"	12835	1992	9	26.82	79	0.03
"285"	12835	1992	10	24.06	72.37	0.35
"286"	12835	1992	11	22.29	76.05	0.4
"287"	12835	1992	12	19.55	75.22	1.48
"288"	12835	1993	2	17.91	69.75	0.79
"289"	12835	1993	4	21.42	63.18	0.2
"290"	12835	1993	5	24.94	67.03	0.23
"291"	12835	1993	7	27.76	75.55	0.03
"292"	12835	1993	8	27.95	75.73	0.03
"293"	12835	1993	9	27.06	75.9	0
"294"	12835	1993	12	17.25	74.43	1.23
"295"	12835	1994	1	18.03	79.85	1.77
"296"	12835	1994	2	20.94	79.19	2.25
"297"	12835	1994	3	21.24	71.62	1.06
"298"	12835	1994	4	24.51	76.63	1.8
"299"	12835	1994	6	27.63	77.97	0.07
"300"	12835	1994	7	26.93	80.55	0.06
"301"	12835	1994	8	27.09	80.6	0.1
"302"	12835	1994	10	25.48	77.98	0.81
"303"	12835	1994	11	23.43	79.39	1.33
"304"	12835	1994	12	19.74	81.02	2.65
"305"	12835	1995	1	16.62	76.65	1.58
"306"	12835	1995	2	18.15	74.73	1.75
"307"	12835	1995	4	23.71	74.02	1.33
"308"	12835	1995	5	27.49	72.17	0.03
"309"	12835	1995	6	27.11	79.33	0.3
"310"	12835	1995	8	28.38	79.72	0
"311"	12836	1990	1	22.59	80.67	0.35
"312"	12836	1990	2	23.73	73.31	0
"313"	12836	1990	3	23.54	73.12	0.1
"314"	12836	1990	4	24.73	71.44	0.07
"315"	12836	1990	5	27.37	74.66	0
"316"	12836	1990	6	29.01	68.43	0
"317"	12836	1990	7	29.46	70.12	0
"318"	12836	1990	8	29.71	71.35	0
"319"	12836	1990	9	28.77	73.87	0
"320"	12836	1990	10	26.91	73.71	0
"321"	12836	1990	11	23.98	74.27	0.1
"322"	12836	1990	12	23.25	76	0.06
"323"	12836	1991	1	23.95	78.52	0.19
"324"	12836	1991	2	22.52	69.37	0
"325"	12836	1991	3	24.09	73.81	0
"326"	12836	1991	4	26.63	73.68	0
"327"	12836	1991	5	27.74	73.53	0
"328"	12836	1991	6	28.83	73.18	0
"329"	12836	1991	7	29.65	71.45	0
"330"	12836	1991	8	29.7	69.89	0
"331"	12836	1991	9	28.68	74.13	0
"332"	12836	1991	10	26.58	77.72	0
"333"	12836	1991	11	23.3	77.02	0.07
"334"	12836	1991	12	22.39	78.24	0.48
"335"	12836	1992	1	20.63	78.68	0.61
"336"	12836	1992	2	22.22	78.33	0.31
"337"	12836	1992	3	22.88	72.85	0
"338"	12836	1992	4	24.04	71.52	0
"339"	12836	1992	5	25.57	67.27	0
"340"	12836	1992	6	28.61	76.84	0
"341"	12836	1992	7	29.46	71.67	0
"342"	12836	1992	8	29.41	72.52	0
"343"	12836	1992	10	26.28	73.9	0
"344"	12836	1992	11	25.16	78.44	0
"345"	12836	1992	12	22.5	75.17	0.16
"346"	12836	1993	1	23.24	78.27	0.19
"347"	12836	1993	2	21.24	71.86	0.18
"348"	12836	1993	3	22.15	75.51	0.45
"349"	12836	1993	4	23.5	68.38	0.03
"350"	12836	1993	5	26.07	71.88	0
"351"	12836	1993	6	28.77	73.35	0
"352"	12836	1993	7	29.69	69.81	0
"353"	12836	1993	8	29.56	70.24	0
"354"	12836	1993	9	28.86	73.66	0
"355"	12836	1993	10	27.05	79.99	0
"356"	12836	1993	11	24.82	78.92	0
"357"	12836	1993	12	21.16	75.49	0.26
"358"	12836	1994	1	21	79.8	1.06
"359"	12836	1994	4	26.11	74.32	0
"360"	12836	1994	5	27.48	71.64	0
"361"	12836	1994	6	29.41	72.61	0
"362"	12836	1994	7	29.1	71.73	0
"363"	12836	1994	8	28.73	75.1	0
"364"	12836	1994	10	26.86	77.63	0
"365"	12836	1994	11	25.34	79.96	0.03
"366"	12836	1994	12	22.98	77.79	0.65
"367"	12836	1995	2	20.63	76.88	0.93
"368"	12836	1995	3	23.16	75.37	0.1
"369"	12836	1995	4	25.7	73.65	0.13
"370"	12836	1995	5	28.39	72.57	0
"371"	12836	1995	6	28.41	76.59	0
"372"	12836	1995	7	29.2	73.88	0
"373"	12836	1995	8	29.57	74	0
"374"	12836	1995	9	28.97	76.11	0
"375"	12836	1995	10	27.53	82.83	0
"376"	12836	1995	11	23.68	75.43	0
"377"	12836	1995	12	20.5	79.9	1
"378"	12839	1990	1	22.71	73.85	0.42
"379"	12839	1990	2	23	67.79	0.14
"380"	12839	1990	3	22.91	68.51	0.26
"381"	12839	1990	4	23.81	67.8	0.27
"382"	12839	1990	5	26.47	72.14	0
"383"	12839	1990	6	27.79	70.53	0
"384"	12839	1990	7	28.14	73.9	0
"385"	12839	1990	8	27.86	77.33	0
"386"	12839	1990	9	28.03	74.29	0
"387"	12839	1990	10	26.5	72.3	0
"388"	12839	1990	11	23.36	69.72	0
"389"	12839	1990	12	22.37	73.07	0.45
"390"	12839	1991	1	22.46	76.51	0.65
"391"	12839	1991	2	20.85	68.57	0.25
"392"	12839	1991	3	23.08	68.16	0.06
"393"	12839	1991	4	25.43	71.73	0.03
"394"	12839	1991	5	27.16	69.63	0
"395"	12839	1991	7	28.22	76.71	0
"396"	12839	1991	8	28.7	73.6	0
"397"	12839	1991	9	27.5	78.81	0
"398"	12839	1991	10	25.58	79.12	0.06
"399"	12839	1991	11	22.62	74.71	0.4
"400"	12839	1991	12	21.85	74.43	0.71
"401"	12839	1992	1	19.46	73.97	0.87
"402"	12839	1992	2	21.16	74.91	0.69
"403"	12839	1992	3	21.85	68.81	0.65
"404"	12839	1992	4	23.04	69.76	0.37
"405"	12839	1992	5	25.2	64.4	0.03
"406"	12839	1992	6	26.85	82.05	0
"407"	12839	1992	7	29.07	70.37	0
"408"	12839	1992	8	28.64	74.77	0.03
"409"	12839	1992	9	28.04	77.06	0
"410"	12839	1992	10	26.06	72.5	0
"411"	12839	1992	11	24.41	79.03	0.2
"412"	12839	1992	12	22	72.87	0.58
"413"	12839	1993	1	22.51	76.61	0.61
"414"	12839	1993	2	20.37	69.72	0.96
"415"	12839	1993	3	21.83	70.23	0.39
"416"	12839	1993	4	23.18	63.71	0
"417"	12839	1993	5	25.98	66.44	0
"418"	12839	1993	6	28.18	72.53	0
"419"	12839	1993	7	28.8	72.09	0
"420"	12839	1993	8	28.72	72.48	0
"421"	12839	1993	9	28.03	74.88	0
"422"	12839	1993	10	26.31	77.95	0.03
"423"	12839	1993	11	24.23	75.32	0.33
"424"	12839	1993	12	20.3	69.93	0.19
"425"	12839	1994	1	20.56	75.33	0.68
"426"	12839	1994	2	22.72	76.46	0.29
"427"	12839	1994	3	22.99	69.4	0.16
"428"	12839	1994	4	25.49	71.09	0.13
"429"	12839	1994	5	27.01	68.23	0
"430"	12839	1994	6	28.31	75.03	0
"431"	12839	1994	7	28.58	71.72	0
"432"	12839	1994	8	27.97	75.47	0
"433"	12839	1994	9	27.41	78.86	0
"434"	12839	1994	11	24.75	76.91	0.1
"435"	12839	1994	12	21.91	76.41	0.26
"436"	12839	1995	1	19.28	70.9	0.65
"437"	12839	1995	2	20.16	72.38	0.29
"438"	12839	1995	3	22.86	70.28	0.26
"439"	12839	1995	4	24.87	70.52	0.17
"440"	12839	1995	5	27.91	69.55	0
"441"	12839	1995	6	27.36	77.22	0
"442"	12839	1995	7	28.68	73.71	0
"443"	12839	1995	8	28.33	79.12	0.03
"444"	12839	1995	9	28.13	77.52	0
"445"	12839	1995	10	27.23	78.19	0
"446"	12839	1995	11	22.84	69.25	0.37
"447"	12839	1995	12	19.82	72.21	0.63
"448"	12842	1990	1	18.63	74.34	1.84
"449"	12842	1990	2	20.16	73.51	1.11
"450"	12842	1990	3	20.8	69.19	0.48
"451"	12842	1990	4	22.15	68.12	0.5
"452"	12842	1990	5	26.55	70.12	0
"453"	12842	1990	6	27.7	73.42	0
"454"	12842	1990	7	27.45	79.66	0.06
"455"	12842	1990	8	28.1	77.28	0
"456"	12842	1990	9	27.45	73.62	0.17
"457"	12842	1990	10	24.7	75.27	0.26
"458"	12842	1990	11	20.63	73.74	1.27
"459"	12842	1990	12	19	77.33	2.19
"460"	12842	1991	1	18.57	81.74	3.06
"461"	12842	1991	2	17.76	70.7	1.14
"462"	12842	1991	3	19.83	77.72	1.58
"463"	12842	1991	4	24.62	73.94	0.4
"464"	12842	1991	5	26.47	76.15	0.16
"465"	12842	1991	6	26.99	75.86	0.03
"466"	12842	1991	7	27.41	80.63	0
"467"	12842	1991	8	27.76	79.98	0.1
"468"	12842	1991	9	26.72	78.11	0.03
"469"	12842	1991	10	23.26	76.45	1.26
"470"	12842	1991	11	18.16	74.15	1.47
"471"	12842	1991	12	17.58	76.97	1.94
"472"	12842	1992	1	15.18	72.97	1.39
"473"	12842	1992	2	17.09	77	1.69
"474"	12842	1992	3	17.96	74.49	1.58
"475"	12842	1992	4	20.57	72.93	1.07
"476"	12842	1992	5	23.58	71.29	0.74
"477"	12842	1992	6	27.36	79.45	0.03
"478"	12842	1992	7	28.27	74.87	0.03
"479"	12842	1992	8	27.08	79.58	0.1
"480"	12842	1992	9	26.72	78.88	0.1
"481"	12842	1992	10	22.17	77.78	1.74
"482"	12842	1992	11	20.36	77.7	0.57
"483"	12842	1992	12	17.63	77.9	1.65
"484"	12842	1993	1	18.73	81.51	2.16
"485"	12842	1993	2	15.43	73.35	1.14
"486"	12842	1993	3	17.87	75.12	1.77
"487"	12842	1993	4	19.69	68.02	0.37
"488"	12842	1993	5	24.24	68.65	0.19
"489"	12842	1993	6	27.28	72.41	0.1
"490"	12842	1993	7	28.42	73.55	0
"491"	12842	1993	8	28.2	74.44	0.1
"492"	12842	1993	9	26.9	76.27	0.07
"493"	12842	1993	10	23.62	78.84	1.1
"494"	12842	1993	11	20.43	75.79	0.6
"495"	12842	1993	12	15.04	72.57	1
"496"	12842	1994	1	15.64	78.61	1.68
"497"	12842	1994	2	18.79	77.88	2.04
"498"	12842	1994	3	19.78	73.37	1.1
"499"	12842	1994	4	23.65	74.6	1.23
"500"	12842	1994	5	25.4	72.07	0.26
"501"	12842	1994	6	27.59	78.21	0.03
"502"	12842	1994	7	26.84	81.33	0.06
"503"	12842	1994	8	26.53	83.58	0.13
"504"	12842	1994	9	25.77	84.45	0.3
"505"	12842	1994	10	23.93	82.01	1.65
"506"	12842	1994	11	21.91	79.96	1.6
"507"	12842	1995	1	14.5	80.95	1.35
"508"	12842	1995	2	16.37	78.77	2.25
"509"	12842	1995	4	22.93	73.53	1.1
"510"	12842	1995	5	27.53	70.26	0
"511"	12842	1995	6	26.46	77.66	0.13
"512"	12842	1995	7	27.76	77.93	0
"513"	12842	1995	8	27.9	80.95	0
"514"	12842	1995	9	27.01	80.13	0.03
"515"	12842	1995	10	24.7	78.45	0.19
"516"	12843	1990	2	21.39	71.66	0.43
"517"	12843	1990	3	21.44	69.44	0.52
"518"	12843	1990	4	22.58	67.99	0.23
"519"	12843	1990	5	25.87	72.78	0.13
"520"	12843	1990	6	26.63	75.73	0.13
"521"	12843	1990	7	27.1	79.01	0.03
"522"	12843	1990	8	27.14	78.94	0.06
"523"	12843	1990	9	27.28	75.23	0.07
"524"	12843	1990	10	25.7	73.37	0
"525"	12843	1990	12	19.94	77.78	1.48
"526"	12843	1991	1	19.85	80.24	1.84
"527"	12843	1991	2	18.44	71.74	1.54
"528"	12843	1991	3	20.5	73.53	0.87
"529"	12843	1991	4	24.11	75.68	0.63
"530"	12843	1991	5	26.16	74.85	0.32
"531"	12843	1991	6	26.74	76.34	0.03
"532"	12843	1991	7	27.16	79.39	0.03
"533"	12843	1991	8	27.58	78.27	0.03
"534"	12843	1991	9	27.17	78.4	0.07
"535"	12843	1991	10	24.65	76.59	0.58
"536"	12843	1991	11	20.4	75.71	0.7
"537"	12843	1991	12	19.45	76.94	1.71
"538"	12843	1992	1	16.17	76.4	1.26
"539"	12843	1992	2	18.63	77.34	1.28
"540"	12843	1992	3	19.41	71.23	0.74
"541"	12843	1992	5	23.66	68.7	0.1
"542"	12843	1992	6	26.13	82.1	0.27
"543"	12843	1992	7	28.2	74.62	0
"544"	12843	1992	8	27.01	79.59	0.23
"545"	12843	1992	9	27.17	78.5	0
"546"	12843	1992	10	23.85	73.84	0.52
"547"	12843	1992	11	22.37	80.06	0.2
"548"	12843	1992	12	18.98	80.12	2.29
"549"	12843	1993	1	19.93	82.58	2.42
"550"	12843	1993	2	16.92	76.81	1.39
"551"	12843	1993	4	20.78	66.75	0.27
"552"	12843	1993	5	24.24	72.27	0.06
"553"	12843	1993	6	26.46	77.64	0.1
"554"	12843	1993	7	27.72	77.55	0.26
"555"	12843	1993	8	27.32	78.78	0
"556"	12843	1993	9	26.97	78.32	0.17
"557"	12843	1993	10	24.24	82.56	1.35
"558"	12843	1993	11	22.19	79.03	1.17
"559"	12843	1993	12	15.86	78.72	1.71
"560"	12843	1994	1	17.99	77.8	1.42
"561"	12843	1994	2	20.37	77.93	1.29
"562"	12843	1994	3	20.52	71.86	1.03
"563"	12843	1994	4	23.71	76.1	0.7
"564"	12843	1994	5	24.79	74.42	0.32
"565"	12843	1994	6	26.59	81.81	0.17
"566"	12843	1994	7	26.99	79.03	0.06
"567"	12843	1994	8	26.56	81.71	0.32
"568"	12843	1994	9	26.14	82.61	0.27
"569"	12843	1994	10	24.61	79.48	1.42
"570"	12843	1994	11	23.05	79.77	1.5
"571"	12843	1994	12	19.12	84.11	2.52
"572"	12843	1995	1	15.64	75.76	1.06
"573"	12843	1995	2	17.14	74.32	1.79
"574"	12843	1995	3	20.68	75.13	1.71
"575"	12843	1995	5	26.66	73.15	0.29
"576"	12843	1995	6	26.6	78.46	0.17
"577"	12843	1995	7	27.53	77.91	0.03
"578"	12843	1995	9	27.03	80.19	0
"579"	12843	1995	11	19.68	74.63	1.2
"580"	12844	1990	1	22.05	73.79	0.94
"581"	12844	1990	2	22.62	68.35	0.43
"582"	12844	1990	3	22.68	67.27	0.48
"583"	12844	1990	4	23.15	69.66	0.4
"584"	12844	1990	5	26.03	75.03	0.16
"585"	12844	1990	6	27.44	73.36	0.07
"586"	12844	1990	7	27.78	77.68	0.03
"587"	12844	1990	8	27.77	79.33	0.1
"588"	12844	1990	9	27.76	76.78	0.03
"589"	12844	1990	10	26.35	73.06	0.03
"590"	12844	1990	11	22.9	69.92	0.27
"591"	12844	1990	12	21.56	75.06	0.9
"592"	12844	1991	1	21.5	78.06	1.32
"593"	12844	1991	2	19.98	69.03	0.86
"594"	12844	1991	3	22.25	70.28	0.39
"595"	12844	1991	4	24.8	74.9	0.5
