Station	Year	Month	C	RH	Blight
12916	1990	1	14.2	78.6	3.39
12916	1990	3	17.12	76.43	2.97
12916	1990	4	19.87	73.86	2.3
12916	1990	5	24.44	75.93	1.1
12916	1990	6	28.03	74.54	0.23
12916	1990	7	27.68	76.22	0.58
12916	1990	8	27.92	73.58	0.68
12916	1990	9	25.93	75.97	1.47
12916	1990	10	19.75	73.43	2.03
12916	1990	11	16.61	74.97	3.13
12916	1990	12	14.68	77.84	3.26
12916	1991	1	11.5	83.06	2.81
12916	1991	2	14.65	73.46	2.07
12916	1991	3	17.79	71.41	1.61
12916	1991	4	21.93	83.43	3.47
12916	1991	5	25.05	84.77	1.77
12916	1991	6	26.94	80.19	1.03
12916	1991	7	27.88	77.89	0.42
12916	1991	8	26.91	82.17	1.03
12916	1991	9	25.21	77.88	1.57
12916	1991	10	21.74	74.18	2.13
12916	1991	11	13.19	72.79	1.87
12916	1991	12	14.07	77.38	2.55
12916	1992	1	10.76	75.67	1.32
12916	1992	2	14.69	77.13	2.59
12916	1992	3	16.59	76.14	3.03
12916	1992	4	19.62	73.62	2.97
12916	1992	5	22.97	72.62	2.48
12916	1992	6	26.8	78.76	0.97
12916	1992	7	27.77	79.2	0.81
12916	1992	8	25.91	81.21	1.97
12916	1992	9	25.14	82.41	1
12916	1992	10	20.79	77.36	4.03
12916	1992	11	13.85	77.44	2.2
12916	1992	12	14.22	84.76	3.52
12916	1993	1	13.62	78.71	3.16
12916	1993	2	12.81	71.14	0.93
12916	1993	3	14.96	75.01	3
12916	1993	5	22.58	77.33	3.9
12916	1993	6	26.81	81.38	1.1
12916	1993	7	27.77	81.57	1.06
12916	1993	8	27.94	80.22	1.26
12916	1993	9	25.93	80.17	1.17
12916	1993	10	20.71	78.64	3.13
12916	1993	11	14.44	79.12	2.03
12916	1993	12	11.51	77.59	2.16
12916	1994	1	9.98	75.51	1.52
12916	1994	2	14.16	78.39	2.89
12916	1994	3	16.27	77.13	2.9
12916	1994	4	21.07	78.58	2.67
12916	1994	5	24.01	75.94	1.68
12916	1994	6	27.03	81.27	1.07
12916	1994	7	26.41	81.65	1.32
12916	1994	8	26.97	80.22	1.48
12916	1994	9	25.29	77.16	1.87
12916	1994	10	21.25	82.31	3.29
12916	1994	11	18.59	75.55	1.87
12916	1994	12	13.79	79.7	2.68
12916	1995	1	11.8	73.7	1.13
12916	1995	2	13.78	74.59	2.11
12916	1995	3	17.2	79.04	3.68
12916	1995	4	20.91	76.08	2.57
12916	1995	6	26.39	73.6	1.57
12916	1995	7	28.64	77.08	0.42
12916	1995	8	28.71	77.14	0.77
12916	1995	9	26.16	73.41	0.47
12916	1995	10	21.7	70.77	1.39
12916	1995	11	15.33	73.42	1.43
12916	1995	12	12.49	75.2	2.37
12917	1990	1	14.01	78.76	3.61
12917	1990	2	15.57	78.46	3.54
12917	1990	3	17.19	80.47	3.32
12917	1990	4	20.47	77.09	2.4
12917	1990	5	24.81	78.83	1.03
12917	1990	6	28.27	76.68	0.53
12917	1990	7	27.51	76.99	0.55
12917	1990	8	27.78	76.86	1.35
12917	1990	9	25.99	78.79	2.4
12917	1990	10	19.39	77.72	2.19
12917	1990	11	16.89	79.1	3.5
12917	1990	12	12.54	82.97	3.52
12917	1991	1	10.31	85.11	2.9
12917	1991	2	14.24	77.83	2.96
12917	1991	3	17.2	75.95	2.74
12917	1991	4	22.3	84.28	2.6
12917	1991	5	25.07	82.51	1.52
12917	1991	6	27.03	80.95	1.3
12917	1991	7	27.94	78.93	1.1
12917	1991	8	27.22	79.8	1.42
12917	1991	9	24.95	77.86	1.2
12917	1991	10	21.81	75.34	2.45
12917	1991	11	13.83	74	1.63
12917	1991	12	13.76	81.43	2.84
12917	1992	1	10.69	78.01	1.87
12917	1992	2	14.34	78.61	3.28
12917	1992	3	17.08	78.15	4.39
12917	1992	4	19.73	79.02	3.73
12917	1992	5	22.87	80.73	3.26
12917	1992	6	26.81	83.46	2.17
12917	1992	7	27.67	84.88	1.81
12917	1992	8	26.47	77.95	1.61
12917	1992	9	25.42	79.8	1.57
12917	1992	10	21.24	77.51	3.68
12917	1992	11	12.95	76.97	2.3
12917	1992	12	13.77	86.81	3.87
12917	1993	1	11.92	81.67	2.77
12917	1993	2	13.34	75.48	2
12917	1993	3	15.84	76.2	3.03
12917	1993	4	18.75	76.13	2.53
12917	1993	5	23.12	78.63	2.71
12917	1993	6	27.32	82.65	1.63
12917	1993	7	28.53	81.24	1.65
12917	1993	8	28.53	80.66	1.87
12917	1993	9	26.33	76.21	1.83
12917	1993	10	20.37	78.74	2.45
12917	1993	11	14.34	79.8	2.73
12917	1993	12	12.82	74.95	1.71
12917	1994	2	13.6	79.35	3.18
12917	1994	3	16.8	76.47	3.06
12917	1994	4	21.06	79.97	1.97
12917	1994	5	24.25	78.2	1.32
12917	1994	6	27.54	83.57	1.4
12917	1994	7	27.97	79.81	1.26
12917	1994	8	26.99	84.59	1.87
12917	1994	9	24.59	79.25	2.3
12917	1994	10	21.3	82.24	3.39
12917	1994	11	18.3	78.08	2.7
12917	1994	12	13.52	81.88	3.13
12917	1995	1	11.79	79.3	2.39
12917	1995	2	14.23	76.81	2.96
12917	1995	3	16.57	81.52	4.06
12917	1995	4	20.31	81.53	4.33
12917	1995	5	24.82	84.5	2.42
12917	1995	6	26.54	74.51	1.47
12917	1995	9	25.95	77.03	2
12919	1990	1	17.93	77.94	2.65
12919	1990	2	18.95	75.79	2.32
12919	1990	3	20.79	78.71	2.19
12919	1990	4	23.74	80.33	2.03
12919	1990	5	26.68	80.08	1.23
12919	1990	6	29.15	73.19	0.2
12919	1990	7	28.62	73.91	0.52
12919	1990	8	29.18	72.27	0.06
12919	1990	9	26.62	79.04	1.23
12919	1990	10	23.09	71.57	1.35
12919	1990	11	21.1	76.33	2.1
12919	1990	12	15.98	73.21	2.39
12919	1991	1	14.37	80.96	2.65
12919	1991	2	17.78	75.27	2.32
12919	1991	3	22.23	69.3	1.03
12919	1991	4	25.17	81.75	1.5
12919	1991	5	27.2	79.37	0.9
12919	1991	6	28.68	77.36	0.87
12919	1991	7	28.26	78.18	1.32
12919	1991	8	29.11	73.65	0.45
12919	1991	9	25.67	81.12	1.57
12919	1991	10	24.11	79.36	3.45
12919	1991	11	18.02	74.04	1.63
12919	1991	12	17.4	82.06	3.23
12919	1992	1	14.24	82.16	2.68
12919	1992	2	18.08	78.92	3.97
12919	1992	3	21.02	79.31	3.19
12919	1992	4	22.33	80.11	3.23
12919	1992	5	24.46	80.38	1.45
12919	1992	6	28.46	78.14	0.83
12919	1992	7	28.92	73.98	0.35
12919	1992	8	28.17	75.63	0.81
12919	1992	9	27.07	76.56	0.67
12919	1992	10	24.28	75.49	1.45
12919	1992	11	18.66	75.62	2.33
12919	1992	12	17.9	88.3	5.16
12919	1993	1	15.69	85.79	3.84
12919	1993	2	18.47	83.95	4.04
12919	1993	3	19.78	79.43	4.45
12919	1993	4	23.03	74	0.77
12919	1993	5	25.05	78.1	2.26
12919	1993	6	27.4	83.76	1.23
12919	1993	7	28.82	75.63	0.55
12919	1993	8	29.19	71.57	0.13
12919	1993	9	27.5	76.9	1.13
12919	1993	10	23.21	74.77	1.48
12919	1993	11	18.81	80.89	3.17
12919	1993	12	17.13	80.42	3.87
12919	1994	1	16.63	79.67	3.06
12919	1994	2	17.48	82.49	3.79
12919	1994	3	19.64	78.14	2.9
12919	1994	4	22.92	83.02	3.43
12919	1994	5	26.29	78.45	1.19
12919	1994	12	18.49	85.03	4.55
12919	1995	2	19.03	77.65	2.43
12919	1995	3	18.85	79.06	1.97
12921	1990	1	13.8	63.99	1.45
12921	1990	2	14.85	66.57	1.43
12921	1990	3	16.51	76.67	3.19
12921	1990	4	20.6	76.16	3.03
12921	1990	5	25.75	69.85	0.42
12921	1990	6	30.01	61.76	0
12921	1990	7	27.86	67.07	0.39
12921	1990	8	29.14	63.55	0.06
12921	1990	9	26.04	69.01	0.87
12921	1990	10	20.39	66.04	0.58
12921	1990	11	17.04	72.96	2.17
12921	1990	12	10.88	64.39	1.03
12921	1991	1	9.3	76.74	1.71
12921	1991	2	13.73	66.16	1.75
12921	1991	3	17.72	56.46	1.35
12921	1991	4	22.32	73.86	2.27
12921	1991	5	25.17	76.5	1.77
12921	1991	6	27.54	73.06	0.73
12921	1991	7	28.42	71.11	0.42
12921	1991	8	29.01	65.47	0.03
12921	1991	9	24.53	71.82	0.43
12921	1991	10	22.36	62.83	0.84
12921	1991	11	14.17	63.64	0.9
12921	1991	12	13.04	77.25	1.9
12921	1992	2	14.9	67.94	2.31
12921	1992	3	17.51	66.88	1.74
12921	1992	4	20.31	70.07	1.67
12921	1992	5	22.52	76.02	2.42
12921	1992	6	27.88	69.88	0.87
12921	1992	7	28.46	67.38	0.06
12921	1992	8	27.54	65.66	0.19
12921	1992	9	26.64	64.07	0.4
12921	1992	10	22.8	63.21	0.97
12921	1992	11	13.73	65.72	1.7
12921	1993	1	10.7	72.85	1.61
12921	1993	2	13.1	69.03	1.82
12921	1993	3	16.25	64.61	1
12921	1993	4	19.73	64.93	0.73
12921	1993	5	23.24	67.71	1.13
12921	1993	6	26.77	76.59	0.27
12921	1993	7	29.22	66.25	0
12921	1993	8	29.96	60.1	0
12921	1993	9	26.95	59.44	0.03
12921	1993	10	20.66	63.4	0.35
12921	1993	11	13.51	67.41	1.67
12921	1993	12	13.04	61.92	1.29
12921	1994	1	11.14	68.65	1.61
12921	1994	2	13.55	66.59	1.36
12921	1994	3	17.56	66.69	1.65
12921	1994	4	20.9	67.42	0.6
12921	1994	5	24.29	73.26	0.84
12921	1994	6	28.59	67.78	0
12921	1994	7	30.25	57.13	0
12921	1994	8	29.08	64.01	0
12921	1994	9	25.15	63.45	0.43
12921	1994	10	22.07	70.47	0.97
12921	1994	11	17.93	70.35	1.6
12921	1994	12	13.68	75.81	2.32
12921	1995	2	13.98	66.64	1.71
12921	1995	3	16.21	69.58	1.94
12921	1995	4	21	67.61	1.8
12921	1995	5	25.29	69.93	0.9
12924	1990	1	16.38	76.33	3.84
12924	1990	2	17.26	76.85	3.07
12924	1990	3	19.06	82.13	3.87
12924	1990	4	22.31	85.01	3.07
12924	1990	6	28.8	73.73	0.47
12924	1990	7	28.33	74.02	0.42
12924	1990	8	29.2	71.52	0.26
12924	1990	9	26.9	76.02	1.03
12924	1990	10	22.37	68.76	0.48
12924	1990	12	14.26	71.62	2.61
12924	1991	1	12.13	81.84	2.39
12924	1991	2	16.13	75.41	3.79
12924	1991	3	20.36	68.12	1.68
12924	1991	4	24.07	82.8	2.17
12924	1991	5	26.07	83.3	1.45
12924	1991	6	27.94	81.37	1.17
12924	1991	7	28.4	79.34	1.68
12924	1991	8	28.93	76.51	0.81
12924	1991	9	25.78	81.75	1.37
12924	1991	10	23.36	77.02	2.97
12924	1991	11	16.59	71.76	2.2
12924	1991	12	16.36	80.61	3.16
12924	1992	1	12.81	79.7	2.55
12924	1992	2	16.79	78.31	4.17
12924	1992	3	19.4	76.23	3.42
12924	1992	4	21.36	79.73	3.6
12924	1992	5	23.75	80.87	2.45
12924	1992	6	27.67	81.03	1.7
12924	1992	7	28.47	77.34	0.77
12924	1992	8	27.76	74.1	0.52
12924	1992	9	26.89	74.11	0.57
12924	1992	10	23.64	74.13	1.71
12924	1992	11	17.01	69.42	1.43
12924	1992	12	16.16	83.18	3.16
12924	1993	1	13.46	77.55	2.1
12924	1993	2	16.3	77.6	2.93
12924	1993	3	18.06	78.21	3.81
12924	1993	4	21.06	74.95	1.77
12924	1993	5	23.81	80.28	3.32
12924	1993	6	27.13	84.38	1.63
12924	1993	7	28.37	79.43	1.26
12924	1993	8	28.78	75.08	0.87
12924	1993	9	27.45	72.95	0.53
12924	1993	10	22.47	70.01	0.77
12924	1993	11	16.52	74.15	2.5
12924	1993	12	15.6	73.33	2.1
12924	1994	1	14.62	74.75	2.71
12924	1994	2	15.41	80.24	4
12924	1994	3	18.39	76.98	3.68
12924	1994	4	21.82	80.96	3.07
12924	1994	5	25.25	80.51	1.97
12924	1994	7	28.7	74.89	0.84
12924	1994	8	28.45	74.54	0.35
12924	1994	9	25.74	72.53	1
12924	1994	10	23.38	78.24	2.06
12924	1994	11	21.43	73.21	1.5
12924	1994	12	16.66	81.12	3.06
12924	1995	1	14.5	74.44	2.65
12924	1995	2	16.64	76.91	3.43
12924	1995	3	17.72	78.74	2.39
12924	1995	4	22	75.31	1.87
12924	1995	5	26.2	78.81	0.94
12924	1995	6	27.14	74.23	0.5
12924	1995	7	29.06	73.7	0.68
12924	1995	9	27.36	75.66	0.87
12924	1995	10	23.31	70.55	0.94
12924	1995	11	18.06	78.02	2.97
12960	1990	1	14.15	74.62	3.16
12960	1990	2	14.9	75.93	2.93
12960	1990	3	17.03	76.97	2.68
12960	1990	4	20.6	74.67	1.63
12960	1990	5	25.29	73.93	1.06
12960	1990	6	29.11	68.19	0.13
12960	1990	7	27.54	71.5	0.19
12960	1990	8	28.94	65.26	0.19
12960	1990	9	26.06	72.7	0.43
12960	1990	10	19.72	71.43	1.1
12960	1990	11	17.03	75.67	2.5
12960	1990	12	11.75	77.17	2.23
12960	1991	1	9.98	80.4	2.16
12960	1991	2	14.07	72.26	1.25
12960	1991	3	17.18	67.96	1.19
12960	1991	4	22.29	83.52	3.57
12960	1991	5	25.03	82.49	2.29
12960	1991	6	27.04	82.54	1.2
12960	1991	7	28.27	74.06	0.32
12960	1991	8	27.86	75.08	0.61
12960	1991	9	24.31	78.96	1.13
12960	1991	10	21.64	75.43	2.52
12960	1991	11	13.66	73.96	2.27
12960	1991	12	13.27	82.04	2.65
12960	1992	1	10.43	75.27	2.23
12960	1992	2	14.46	73.54	2.83
12960	1992	3	17.5	72.21	2.1
12960	1992	4	20.22	74.07	2.83
12960	1992	5	22.93	76.15	2.94
12960	1992	6	27.14	77.9	1.23
12960	1992	7	28.01	78.63	0.84
12960	1992	8	26.11	77.3	1.81
12960	1992	9	25.33	77.99	1.3
12960	1992	10	21.53	73.34	2.84
12960	1992	11	13.2	75.28	1.77
12960	1992	12	13.44	81.75	2.77
12960	1993	1	11.59	77.43	1.84
12960	1993	2	13.5	72.28	1.46
12960	1993	3	15.87	71.77	2.35
12960	1993	4	18.99	71.55	1.4
12960	1993	5	22.76	74.55	1.58
12960	1993	6	27.11	78.51	0.67
12960	1993	7	29.45	69.77	0.1
12960	1993	8	29.76	67.57	0.16
12960	1993	10	20.16	76.53	2.9
12960	1993	11	13.68	77.98	1.97
12960	1993	12	12.57	75.3	1.71
12960	1994	1	11.21	75.97	1.58
12960	1994	2	13.18	77.45	2.32
12960	1994	4	20.93	77.83	2.37
12960	1994	5	24.33	78.81	1.94
12960	1994	6	27.91	78.68	0.3
12960	1994	7	29.21	70.53	0.16
12960	1994	8	27.65	79.27	1
12960	1994	9	25.32	72.71	0.83
12960	1994	10	21.52	77.33	2.65
12960	1994	11	18.45	76.84	2.73
12960	1994	12	13.74	82.16	2.97
12960	1995	1	12.4	74.54	1.87
12960	1995	2	14.68	73.62	3.18
12960	1995	3	16.76	79.44	2.52
12960	1995	4	20.49	77.03	2.8
12960	1995	5	25.17	78.24	1.81
12960	1995	6	26.97	72.04	0.53
12960	1995	7	28.81	74.51	0.48
12960	1995	8	28.76	76.22	0.9
12960	1995	9	26.98	70.88	0.8
12960	1995	10	21.13	69.1	1.1
12960	1995	11	15.95	72.98	1.43
12960	1995	12	13.73	73.6	1.63
13722	1990	1	8.84	64.72	0.68
13722	1990	2	10.58	64.03	1.21
13722	1990	3	12.62	67.36	1.19
13722	1990	4	15.79	63.77	1.07
13722	1990	5	19.62	72.47	2.35
13722	1990	6	24.15	69.24	0.7
13722	1990	7	26.12	71.91	0.68
13722	1990	8	24.81	78.77	2.61
13722	1990	9	21.91	70.19	0.9
13722	1990	10	17.45	72.42	2.32
13722	1990	11	11.77	60.35	0.4
13722	1990	12	9.12	68.93	0.94
13722	1991	1	5.41	73.55	1
13722	1991	2	8.25	60.35	0.46
13722	1991	3	12.28	61.85	0.58
13722	1991	4	16.91	68.81	2.3
13722	1991	5	22.36	73.6	2.32
13722	1991	6	23.95	72.2	1.13
13722	1991	7	26.42	78.22	1.26
13722	1991	8	24.81	79.06	1.48
13722	1991	9	21.54	72.33	0.87
13722	1991	10	15.66	71.76	2.26
13722	1991	11	10.1	64.28	0.7
13722	1991	12	8.07	62.35	0.13
13722	1992	1	6.41	62.53	0.68
13722	1992	2	7.87	62.13	1
13722	1992	3	10.23	59.15	1
13722	1992	4	15.24	61.61	0.83
13722	1992	5	17.38	72.41	1.74
13722	1992	6	22.05	77.71	3
13722	1992	7	26.43	74.37	0.71
13722	1992	8	22.9	80.88	3.42
13722	1992	9	21.08	81.93	3.6
13722	1992	10	14.22	76.87	2.35
13722	1992	11	10.87	79.1	2.47
13722	1992	12	6.07	74.47	1.71
13722	1993	1	6.22	74.68	0.58
13722	1993	2	4.68	62.08	0.32
13722	1993	4	14.19	57.86	0.3
13722	1993	5	20.39	72.14	2.23
13722	1993	6	24.46	69.61	1.27
13722	1993	7	27.55	69.7	0.39
13722	1993	8	25.29	73.24	2
13722	1993	9	22.4	73.85	1.83
13722	1993	10	15.05	77.07	2.81
13722	1993	11	10.62	70.65	1.5
13722	1993	12	4.54	72.01	0.32
13722	1994	2	6.59	66.12	0.75
13722	1994	3	11.5	61.27	1.16
13722	1994	4	18.1	60.25	0.77
13722	1994	6	24.55	77.89	2.33
13722	1994	7	25.69	81.67	1
13722	1994	8	24.03	78.15	2.65
13722	1994	9	20.31	75.62	2.87
13722	1994	10	14.88	75.03	2.06
13722	1994	11	11.88	66.25	1.93
13722	1994	12	8.68	68.54	1.61
13722	1995	2	5.29	62.33	0.61
13722	1995	3	11.5	60.06	0.48
13722	1995	4	16.31	65.05	1.03
13722	1995	5	20.15	75.69	2.55
13722	1995	6	22.81	84.88	4.73
13722	1995	7	26.28	79.22	2.58
13722	1995	8	26.54	74.07	1.65
13722	1995	9	20.6	83.59	5.13
13722	1995	10	17.18	80.17	3.13
13722	1995	11	8.14	68.97	0.9
13722	1995	12	3.83	62.44	0.27
13723	1990	1	7.27	67.56	1.16
13723	1990	2	9.15	63.18	1.04
13723	1990	3	11.54	64.61	1.03
13723	1990	4	14.69	61.07	0.97
13723	1990	5	18.78	71	2.16
13723	1990	6	24.07	65.18	0.17
13723	1990	7	25.61	68.67	0.65
13723	1990	8	24.55	72.58	2.26
13723	1990	9	21.11	68.8	1.07
13723	1990	10	15.96	72.42	2.06
13723	1990	11	11.13	60.15	0.4
13723	1990	12	7.87	70.28	1.42
13723	1991	1	4.86	71.29	1
13723	1991	2	7.47	59.68	0.29
13723	1991	3	11.29	60.89	0.84
13723	1991	4	15.75	69.07	2.1
13723	1991	5	21.65	73.86	2.61
13723	1991	6	23.5	68.95	1.17
13723	1991	9	20.75	71.37	1.13
13723	1991	10	15.34	66.16	0.81
13723	1991	12	7.14	61.16	0.61
13723	1992	1	5.69	60.01	0.71
13723	1992	2	7.33	59.26	1.1
13723	1992	3	9.31	57.64	0.52
13723	1992	4	14.31	60.61	0.77
13723	1992	5	16.71	71.62	1.9
13723	1992	6	21.68	74.75	2
13723	1992	7	25.87	70.78	1.23
13723	1992	8	22.43	78.29	2.97
13723	1992	9	20.15	80.63	4.43
13723	1992	10	13.62	70.72	0.9
13723	1992	11	9.29	73.6	2.07
13723	1992	12	4.54	69.26	1.03
13723	1993	1	4.81	67.51	0.55
13723	1993	2	3.23	57.32	0.32
13723	1993	3	7.62	65.48	0.94
13723	1993	4	14.25	56.52	0.37
13723	1993	5	20.56	70.88	1.9
13723	1993	6	24.26	67.92	1.4
13723	1993	7	27.12	68.28	0.13
13723	1993	8	25.14	73.79	1.35
13723	1993	9	21.63	73.2	2.03
13723	1993	10	14.34	71.91	1.71
13723	1993	11	9.44	69.02	1.53
13723	1994	1	1.27	69.17	0.29
13723	1994	3	10.32	58.18	0.74
13723	1994	4	16.73	59.09	1.4
13723	1994	5	17.47	62.49	0.81
13723	1994	6	23.71	76.27	3.47
13723	1994	7	24.56	82.71	2.71
13723	1994	8	22.87	82.67	3.84
13723	1994	9	19.38	78.93	3.63
13723	1994	10	14.06	76.55	2.1
13723	1994	11	10.59	64.24	0.77
13723	1994	12	7.31	64.68	0.84
13723	1995	1	4.31	67.62	0.87
13723	1995	2	4.51	59.27	0.5
13723	1995	3	11.19	54.95	0.32
13723	1995	5	19.61	66.4	1.13
13723	1995	6	22.3	77.79	3.27
13723	1995	7	25.87	72.68	1.23
13723	1995	8	25.85	72.05	0.94
13723	1995	9	19.9	74.14	1.57
13737	1990	1	8.39	69.79	0.61
13737	1990	2	9.87	67.73	0.79
13737	1990	3	11.62	70.59	1.13
13737	1990	4	14.89	67.25	1.27
13737	1990	5	19.25	68.66	1.29
13737	1990	6	23.95	69.78	1.33
13737	1990	7	26.6	76.44	0.71
13737	1990	8	25.28	79.64	1
13737	1990	10	18.57	69.56	1.52
13737	1990	11	12.41	61.7	0.2
13737	1990	12	10.27	68.4	1.03
13737	1991	1	6.57	69.69	1
13737	1991	2	8	65.65	0.68
13737	1991	3	11.51	67.2	1.19
13737	1991	4	16.43	67.37	1.13
13737	1991	5	22.63	68.69	0.77
13737	1991	6	24.47	69.35	0.37
13737	1991	7	27.15	77.37	0.45
13737	1991	8	25.89	77.99	1.23
13737	1991	9	22.27	71.77	1.07
13737	1991	10	16.42	74.32	2.55
13737	1991	11	11.57	70.64	1.07
13737	1991	12	8.42	67.69	1.23
13737	1992	1	6.19	67.46	1.06
13737	1992	2	7.24	68.66	0.76
13737	1992	3	9.33	62.06	0.45
13737	1992	4	14.54	63.42	0.57
13737	1992	5	16.81	73.87	1.61
13737	1992	7	27.17	72.34	0.55
13737	1992	8	23.95	79.08	1.68
13737	1992	9	22.52	77.58	2.13
13737	1992	10	15.33	71.4	1.29
13737	1992	11	12.27	73.74	1.73
13737	1992	12	7.32	72.88	0.81
13737	1993	1	6.91	72.39	0.77
13737	1993	2	3.92	61.46	0
13737	1993	3	8.23	69.29	1.13
13737	1993	4	13.62	63.27	0.67
13737	1993	5	20.18	70.31	1.77
13737	1993	6	24.53	69.6	0.8
13737	1993	7	28.34	65.39	0.13
13737	1993	8	25.79	71.93	0.97
13737	1993	9	23.18	71.79	0.77
13737	1993	10	16.37	76.7	2.45
13737	1993	11	12.23	72.97	1.3
13737	1993	12	5.46	73.07	0.48
13737	1994	1	2.85	71.99	0.26
13737	1994	2	6.3	67.51	0.36
13737	1994	3	11.14	63.6	0.71
13737	1994	4	18.4	57.89	0.2
13737	1994	6	26.23	67.87	0.07
13737	1994	7	27.52	76.06	0.68
13737	1994	8	24.97	73.25	0.58
13737	1994	9	22.17	68.87	0.83
13737	1994	10	16.73	69.98	1.55
13737	1994	11	13.84	66.38	1.53
13737	1994	12	10.05	73.39	0.9
13737	1995	1	7.15	66.55	0.52
13737	1995	2	5.08	60.01	0.32
13737	1995	3	10.76	62.15	0.35
13737	1995	4	15.85	61.58	0.03
13737	1995	5	20.24	65.1	0.61
13737	1995	7	28.13	69.48	0.35
13737	1995	8	26.57	70.45	0.26
13737	1995	9	22.3	72.94	0.7
13737	1995	10	18.85	70.94	0.71
13737	1995	11	9.15	66.47	0.57
13737	1995	12	4.61	61.98	0.33
13739	1990	1	4.42	73.02	0.23
13739	1990	2	5.07	67.3	0.75
13739	1990	3	7.92	64.65	0.39
13739	1990	4	12.02	66.68	0.63
13739	1990	5	16.37	68.01	2.13
13739	1990	6	22.49	71.38	1.83
13739	1990	7	24.93	72.98	0.71
13739	1990	8	23.99	78.45	2.23
13739	1990	9	19.63	78.4	3.17
13739	1990	10	16.48	75.33	2.9
13739	1990	11	9.26	70.3	1.83
13739	1990	12	5.4	75.52	1.13
13739	1991	1	1.73	70.1	0.32
13739	1991	2	4.51	64.58	0.93
13739	1991	3	7.72	65.71	0.87
13739	1991	5	21.5	62.9	1.13
13739	1991	6	24.1	59.47	0.77
13739	1991	7	25.76	68.54	0.42
13739	1991	8	25.7	66.47	0.26
13739	1991	9	20.53	65.38	0.93
13739	1991	10	14.47	70.64	1.87
13739	1991	11	8.53	63.22	0.67
13739	1991	12	3.97	65.05	0.42
13739	1992	1	2.06	63.81	0.23
13739	1992	2	3.02	62.46	0.45
13739	1992	3	5.16	62.32	0.52
13739	1992	4	11.41	62.01	0.8
13739	1992	5	16.94	60.8	0.58
13739	1992	6	21.94	63.93	0.97
13739	1992	7	24.73	68.34	0.61
13739	1992	8	22.84	69.11	0.61
13739	1992	9	19.9	71.72	1.47
13739	1992	10	12.81	63.27	0
13739	1992	11	8.72	66	0.33
13739	1992	12	4.11	66.83	0.58
13739	1993	1	3.53	62.71	0
13739	1993	2	-0.29	55.04	0
13739	1993	3	4.5	68.58	0.55
13739	1993	4	12.2	59.17	0.57
13739	1993	5	19.15	62.27	1.06
13739	1993	6	23.5	62.46	0.17
13739	1993	7	27.29	60.58	0.45
13739	1993	8	25.51	67.58	0.39
13739	1993	9	20.46	71.02	1.4
13739	1993	10	14.16	71.03	1.61
13739	1993	11	9.44	67.15	0.97
13739	1993	12	3.64	65.9	0.32
13739	1994	1	-2.37	68.46	0.13
13739	1994	2	0.56	61.91	0.29
13739	1994	3	6.14	64.85	0.26
13739	1994	4	15.34	56.57	0.6
13739	1994	5	17.21	61.36	0.58
13739	1994	6	25.41	66.65	0.1
13739	1994	7	27.39	72.27	0.35
13739	1994	8	23.66	71.08	0.58
13739	1994	9	19.84	66.34	1.03
13739	1994	10	14.01	66.13	1.16
13739	1994	11	10.53	64.11	0.7
13739	1994	12	5.49	70.6	0.9
13739	1995	1	3.4	70.49	0.77
13739	1995	2	-0.14	67.33	0.36
13739	1995	3	8.3	63.95	0.61
13739	1995	4	12.59	57.75	0.77
13739	1995	5	18.23	68.96	1.84
13739	1995	6	23.25	74.35	1.63
13739	1995	7	27.27	70.69	0.48
13739	1995	8	26.3	66.38	0.68
13739	1995	9	20.59	71.57	2.27
13739	1995	10	16.27	80.12	3.52
13739	1995	11	6.11	71.82	0.6
13739	1995	12	-0.25	65.6	0
13740	1990	1	7.52	66.51	0.42
13740	1990	2	8.87	63.22	0.29
13740	1990	3	11.21	68.27	1.26
13740	1990	4	14.47	65.86	1
13740	1990	5	18.62	66.67	1.45
13740	1990	6	23.95	64.09	0.63
13740	1990	7	25.77	72.55	1.1
13740	1990	8	24.25	77.85	2.65
13740	1990	9	20.44	72.98	1.47
13740	1990	10	16.88	70.28	1.32
13740	1990	11	10.83	61.03	0.27
13740	1990	12	7.97	69.93	1
13740	1991	1	4.84	73.7	1.16
13740	1991	2	7.03	62.72	0.54
13740	1991	3	10.54	69.07	1.39
13740	1991	4	15.83	65.86	1.6
13740	1991	5	22.47	69.16	1.06
13740	1991	6	23.89	69.46	1.2
13740	1991	7	26.54	75.97	1.03
13740	1991	8	25.41	74.57	2.19
13740	1991	9	21.34	70.92	1.6
13740	1991	10	14.83	72.51	2.39
13740	1991	11	9.75	67.01	0.9
13740	1991	12	6.68	67.16	1.13
13740	1992	1	4.77	65.18	0.9
13740	1992	2	5.99	65.4	0.55
13740	1992	3	8.52	63.08	0.97
13740	1992	4	14.2	63.86	1.23
13740	1992	5	16.64	75.51	2.74
13740	1992	6	21.64	75.89	2.9
13740	1992	7	25.93	78.3	2.23
13740	1992	8	22.84	78.64	3.45
13740	1992	9	20.61	79.77	2.67
13740	1992	10	13.28	74.2	1.58
13740	1992	11	10.23	73.38	1.6
13740	1992	12	5.29	72.87	0.77
13740	1993	1	5.28	72.64	1.03
13740	1993	2	3.06	62.33	0.21
13740	1993	3	7.87	71.34	1.48
13740	1993	4	13.56	60.62	0.33
13740	1993	5	19.65	70.88	2.74
13740	1993	6	24.04	68.64	1.3
