"RH"	"C"	"monthly.gam.surface"
84	34	0
84	35	0
85	3	0.527580224596044
85	4	0.648546052197293
85	5	0.791990271698899
85	6	0.973584803121828
85	7	1.20892835807424
85	8	1.50496990207774
85	9	1.84861714361631
85	10	2.21865658223886
85	11	2.59219823488824
85	12	2.95541166892925
85	13	3.30028138486569
85	14	3.61750255052839
85	15	3.90591898298569
85	16	4.16111904913747
85	17	4.37032702793852
85	18	4.51120987518815
85	19	4.55413685919530
85	20	4.46797530696860
85	21	4.22469393931999
85	22	3.81197200980353
85	23	3.25681265282024
85	24	2.63825070912025
85	25	2.05675796927171
85	26	1.58352695960139
85	27	1.2077721400422
85	28	0.900421082169863
85	29	0.642779894314522
85	30	0.419399646002187
85	31	0.221525730349602
85	32	0.0439676399193398
85	33	0
85	34	0
85	35	0
86	3	0.520153194467432
86	4	0.666286535743408
86	5	0.847102070435244
86	6	1.07259960596402
86	7	1.34973075190970
86	8	1.67595170298148
86	9	2.03593630141907
86	10	2.41010362785452
86	11	2.78145948228006
86	12	3.13821059248986
86	13	3.47241392379351
86	14	3.77764122362866
86	15	4.04904259102782
86	16	4.27809604086988
86	17	4.45007786880283
86	18	4.54460366198318
86	19	4.53882342250396
86	20	4.41109635424367
86	21	4.14546160040373
86	22	3.74104071575667
86	23	3.22579902033258
86	24	2.66137878396548
86	25	2.12731127132276
86	26	1.67532425838684
86	27	1.30371438957608
86	28	0.99486861578503
86	29	0.733657190445623
86	30	0.507504533430124
86	31	0.307679780829171
86	32	0.128596584921823
86	33	0
86	34	0
86	35	0
87	3	0.520280113604521
87	4	0.697079963574569
87	5	0.917301737612665
87	6	1.18543264240859
87	7	1.50021309845325
87	8	1.85180516024139
87	9	2.22366201752117
87	10	2.59874190630041
87	11	2.96309404401123
87	12	3.30730750242246
87	13	3.62577602146843
87	14	3.91369245599225
87	15	4.16366276644952
87	16	4.36450068697828
87	17	4.50124427491183
87	18	4.55540411099079
87	19	4.5107168537289
87	20	4.35490520619698
87	21	4.0813897919983
87	22	3.69423961971368
87	23	3.22066161575854
87	24	2.71125108921301
87	25	2.22341859256595
87	26	1.79357105948726
87	27	1.42806932971509
87	28	1.1177671290195
87	29	0.851744174230035
87	30	0.62027722667518
87	31	0.415729416833007
87	32	0.232601337037210
87	33	0.0669942339361198
87	34	0
87	35	0
88	3	0.540111964856627
88	4	0.752072524116194
88	5	1.01158682929187
88	6	1.31866967820062
88	7	1.66485464953417
88	8	2.03607241475614
88	9	2.41631481224576
88	10	2.7902226950293
88	11	3.14589330099072
88	12	3.47455876681123
88	13	3.77254314678164
88	14	4.03752228720564
88	15	4.2616903656003
88	16	4.43240868057933
88	17	4.53651535856109
88	18	4.5573210027523
88	19	4.48340426864954
88	20	4.31060247208272
88	21	4.03834292258149
88	22	3.67426298186583
88	23	3.24266374016232
88	24	2.78273760780085
88	25	2.33404654215050
88	26	1.92715578399017
88	27	1.57092442673862
88	28	1.26086481242573
88	29	0.990617707944443
88	30	0.753295095857244
88	31	0.542749769137958
88	32	0.354042451344293
88	33	0.183387117310112
88	34	0.0279061218715607
88	35	0
89	3	0.599097662523404
89	4	0.848299905818936
89	5	1.14599834304891
89	6	1.48376488818840
89	7	1.85210872901802
89	8	2.23714340584918
89	9	2.62267231275768
89	10	2.99335005443153
89	11	3.3382004587779
89	12	3.64933423619331
89	13	3.92413374016672
89	14	4.16081857100278
89	15	4.35321251392724
89	16	4.49104335997382
89	17	4.56273494411370
89	18	4.55615647258989
89	19	4.46294306338232
89	20	4.28213783287963
89	21	4.01707269988105
89	22	3.6780126553317
89	23	3.28551435891770
89	24	2.86832645639472
89	25	2.45586641655353
89	26	2.07129911580329
89	27	1.72489003234936
89	28	1.41680256501766
89	29	1.14377544429703
89	30	0.901286976733255
89	31	0.684703579428692
89	32	0.489893066548928
89	33	0.3134227844632
89	34	0.152529458427007
89	35	0.0050055754362297
90	3	0.717614569657388
90	4	0.997526513434136
90	5	1.32346832528167
90	6	1.68338581892906
90	7	2.06704806733578
90	8	2.46125823982506
90	9	2.84884147172547
90	10	3.21306480785776
90	11	3.54331277451866
90	12	3.83308423901188
90	13	4.08057587988097
90	14	4.28517539901135
90	15	4.44353215965838
90	16	4.54822645132522
90	17	4.58995919173528
90	18	4.56018126185197
90	19	4.45381247489912
90	20	4.27094946739002
90	21	4.0166326424607
90	22	3.7015528593844
90	23	3.34279422862947
90	24	2.96205735108818
90	25	2.58138649432415
90	26	2.21846963626404
90	27	1.88337665615650
90	28	1.57925976243437
90	29	1.30536555067326
90	30	1.05912509707087
90	31	0.837309737863322
90	32	0.636684081733137
90	33	0.45432433591053
90	34	0.287723711807766
90	35	0.134785489602474
91	3	0.897327425565338
91	4	1.19632446704344
91	5	1.54048183585061
91	6	1.91519502803249
91	7	2.30928563650694
91	8	2.70843910549313
91	9	3.09327052985987
91	10	3.44707723892481
91	11	3.75850153767127
91	12	4.02254657644249
91	13	4.23894871403424
91	14	4.40950237191268
91	15	4.5344829358118
91	16	4.60830234299894
91	17	4.62360447770899
91	18	4.57461252661509
91	19	4.45850217968412
91	20	4.27639282129763
91	21	4.03368184827188
91	22	3.74021212814649
91	23	3.41002138393524
91	24	3.05986568342784
91	25	2.7065455959043
91	26	2.36400269180383
91	27	2.04142928428362
91	28	1.74327143837773
91	29	1.4705601388279
91	30	1.22231941434725
91	31	0.996571299885075
91	32	0.790973355667732
91	33	0.603186938050609
91	34	0.431060311222653
91	35	0.272696851707616
92	3	1.12119874433201
92	4	1.43311252943357
92	5	1.78740438754089
92	6	2.16957490235062
92	7	2.56723497783661
92	8	2.96549706764833
92	9	3.34464954444787
92	10	3.68621845598893
92	11	3.97612700830896
92	12	4.21202698918951
92	13	4.39610079992939
92	14	4.53273672260444
92	15	4.62644766367754
92	16	4.67231538741269
92	17	4.66460628879589
92	18	4.59968446940223
92	19	4.47626850147365
92	20	4.29614020721944
92	21	4.06448667163717
92	22	3.78987509551207
92	23	3.48375526246677
92	24	3.15928041521753
92	25	2.82954885026081
92	26	2.50578566913454
92	27	2.19612790780001
92	28	1.90540308042756
92	29	1.63570378202592
92	30	1.38723155286870
92	31	1.15904900769259
92	32	0.949633456302818
92	33	0.757241926631053
92	34	0.580128597048019
92	35	0.416658897101856
93	3	1.37417445797024
93	4	1.69256798072289
93	5	2.04971287524511
93	6	2.4318207252061
93	7	2.82607314888721
93	8	3.2171904605186
93	9	3.5868427802408
93	10	3.91523466949308
93	11	4.18345526591375
93	12	4.39153851900353
93	13	4.54562925893522
93	14	4.65291530740971
93	15	4.71786889543815
93	16	4.73854058914132
93	17	4.71111233109745
93	18	4.63320183376005
93	19	4.50444413460263
93	20	4.32691827052168
93	21	4.10535841585312
93	22	3.84704190267067
93	23	3.56129486784625
93	24	3.25858732004511
93	25	2.94933687790254
93	26	2.6427199753445
93	27	2.34584068063794
93	28	2.06345815262459
93	29	1.79820864485046
93	30	1.55108506857021
93	31	1.32195376499147
93	32	1.10999218053404
93	33	0.91401379193897
93	34	0.732687341348976
93	35	0.56467219141341
94	3	1.63660025814519
94	4	1.95720363578347
94	5	2.31167957460136
94	6	2.68838283760095
94	7	3.07417685962836
94	8	3.45344674849431
94	9	3.80750145669455
94	10	4.11639905088167
94	11	4.36284477177829
94	12	4.54640175848355
94	13	4.67657713266453
94	14	4.76056503684686
94	15	4.80263867409492
94	16	4.80288585562423
94	17	4.75966369842232
94	18	4.67179328531636
94	19	4.53956527793242
94	20	4.36517025040468
94	21	4.15284025839961
94	22	3.90871638119607
94	23	3.64043099616361
94	24	3.35643013731224
94	25	3.06513892610415
94	26	2.77415087091426
94	27	2.48963478960147
94	28	2.21607351029335
94	29	1.956318956736
94	30	1.71185242578381
94	31	1.48312222680438
94	32	1.26986850162027
94	33	1.07139141434031
94	34	0.886751383303475
94	35	0.71490714746398
95	3	1.89575896089014
95	4	2.214740118146
95	5	2.56266022428845
95	6	2.92948907665739
95	7	3.30272042060335
95	8	3.66684063735394
95	9	4.00199584325142
95	10	4.28627613139773
95	11	4.50863334671492
95	12	4.67200795119301
95	13	4.78385404862874
95	14	4.85048956324001
95	15	4.87581315892292
95	16	4.86117553734998
95	17	4.80654649719825
95	18	4.71190124652901
95	19	4.57813480757201
95	20	4.40751988373781
95	21	4.20385209658185
95	22	3.97234660681693
95	23	3.71931538711202
95	24	3.45166902563578
95	25	3.17632483406576
95	26	2.8996361341688
95	27	2.62695699645101
95	28	2.36241237263919
95	29	2.10887566816830
95	30	1.86810051283151
95	31	1.64093345558695
95	32	1.42754503189497
95	33	1.22763984486649
95	34	1.04062773237191
95	35	0.865752565089792
96	3	2.14363490066592
96	4	2.45736576776353
96	5	2.79517699600271
96	6	3.14812445595577
96	7	3.50476845748657
96	8	3.85087209395383
96	9	4.16769034237413
96	10	4.42746072083621
96	11	4.62539303970343
96	12	4.77044478983759
96	13	4.86769607223115
96	14	4.92156309680074
96	15	4.93528531256094
96	16	4.91072045631013
96	17	4.84883735962296
96	18	4.75049898546599
96	19	4.61712091939831
96	20	4.45106751688781
96	21	4.25580008335910
96	22	4.03581612646625
96	23	3.79641636643305
96	24	3.54334500467631
96	25	3.28236658048847
96	26	3.01885596394476
96	27	2.75747339868431
96	28	2.50197037318787
96	29	2.25513415261930
96	30	2.01884566297954
96	31	1.79420883314421
96	32	1.58171002554668
96	33	1.38137668800229
96	34	1.19291710913860
96	35	1.01583366966306
97	3	2.37533680332447
97	4	2.68044864824546
97	5	3.00482913630151
97	6	3.34020783097833
97	7	3.67596515542443
97	8	3.99884431686045
97	9	4.29140746294192
97	10	4.53009943390378
97	11	4.71110906367634
97	12	4.84275330003719
97	13	4.9294033864468
97	14	4.97448338883428
97	15	4.98077702689963
97	16	4.9503450682637
97	17	4.88473841501723
97	18	4.78542372914371
97	19	4.65420943772193
97	20	4.4935422724312
97	21	4.30663719028864
97	22	4.097449003901
97	23	3.87051171503918
97	24	3.63068283529603
97	25	3.38284022085454
97	26	3.13158419478512
97	27	2.88099277064334
97	28	2.63446162563540
97	29	2.39463803825555
97	30	2.16343740988925
97	31	1.94211853468962
97	32	1.73139090996353
97	33	1.53153143221860
97	34	1.34249485494580
97	35	1.16400935309814
98	3	2.58835019004341
98	4	2.88201642486624
98	5	3.1903027618807
98	6	3.50536853063136
98	7	3.81718740644253
98	8	4.11331376746134
98	9	4.37870258695053
98	10	4.59887720199296
98	11	4.76887749619747
98	12	4.89180358774185
98	13	4.97148009763977
98	14	5.01106288892609
98	15	5.01318226897473
98	16	4.98002482098768
98	17	4.91348252259304
98	18	4.8154021736347
98	19	4.68785341128045
98	20	4.53333370909998
98	21	4.35486893330783
98	22	4.15600238841953
98	23	3.94068610621731
98	24	3.71310072650206
98	25	3.4774381418755
98	26	3.23768377279326
98	27	2.99743146139641
98	28	2.7597537200358
98	29	2.52713622566214
98	30	2.30147224478504
98	31	2.08410362060418
98	32	1.87589134847428
98	33	1.67729972461985
98	34	1.48848162915417
98	35	1.30935683231294
99	3	2.7819770342774
99	4	3.06215448932473
99	5	3.35270679134457
99	6	3.64624099491034
99	7	3.93354594676582
99	8	4.20374383636718
99	9	4.44512877244832
99	10	4.64778645625103
99	11	4.80695336910034
99	12	4.92281359024108
99	13	4.99761125849143
99	14	5.03391758123742
99	15	5.03415484541999
99	16	5.00052885766345
99	17	4.93509801515511
99	18	4.83991588680435
99	19	4.71719461181045
99	20	4.56943803859252
99	21	4.39951153960111
99	22	4.21063693395950
99	23	4.0063179140795
99	24	3.79021279835304
99	25	3.56597811341371
99	26	3.33710865114545
99	27	3.10679716128839
99	28	2.8778303444276
99	29	2.65252903920492
99	30	2.43273183236188
99	31	2.21981481611673
99	32	2.01473685511953
99	33	1.81809930988466
99	34	1.63021076606955
99	35	1.45114985244336
100	3	2.95677938964414
100	4	3.22226791841811
100	5	3.49449302238489
100	6	3.76664728892208
100	7	4.0305800144356
100	8	4.27719776232057
100	9	4.49741610817578
100	10	4.68379202414052
100	11	4.83203098025278
100	12	4.94104560921409
100	13	5.01176420659346
100	14	5.0459770226769
100	15	5.04572950418951
100	16	5.01309766419499
100	17	4.95015198116705
100	18	4.8590106472934
100	19	4.74192506023206
100	20	4.60135665886496
100	21	4.44001820309805
100	22	4.26086721263972
100	23	4.06705199068228
100	24	3.86182000292876
100	25	3.64840407594832
100	26	3.42990397547058
100	27	3.20917964794871
100	28	2.98876838928663
100	29	2.7708325968413
100	30	2.55713900209812
100	31	2.34906563716098
100	32	2.14762996958868
100	33	1.95353070618660
100	34	1.76719629714145
100	35	1.58883455632999
