"RH"	"C"	"monthly.gam.surface"
88	16	2.60746618214458
88	17	2.72937123467103
88	18	2.77210175099712
88	19	2.72526046096929
88	20	2.58852618280708
88	21	2.3623026842492
88	22	2.05218124151421
88	23	1.67845819493372
88	24	1.27498534164723
88	25	0.877052747525371
88	26	0.514396297656421
88	27	0.197293177067415
88	28	0
88	29	0
88	30	0
88	31	0
88	32	0
88	33	0
88	34	0
88	35	0
89	3	0.073618180208562
89	4	0.147958859584640
89	5	0.252358872262466
89	6	0.387668899628597
89	7	0.555904632254857
89	8	0.758079364890537
89	9	0.99030384495556
89	10	1.24369829040259
89	11	1.50862492649084
89	12	1.77196170744850
89	13	2.02424088494305
89	14	2.25574713763683
89	15	2.45421018511434
89	16	2.60650856406637
89	17	2.6990062853621
89	18	2.71766462447911
89	19	2.65404180428701
89	20	2.50951921696774
89	21	2.28801491807486
89	22	1.99822434243053
89	23	1.65774590857665
89	24	1.29184400271186
89	25	0.92727052884234
89	26	0.586364532133903
89	27	0.279966567478913
89	28	0.0095454513668187
89	29	0
89	30	0
89	31	0
89	32	0
89	33	0
89	34	0
89	35	0
90	3	0.106231414942525
90	4	0.195884112658446
90	5	0.314560665940987
90	6	0.461610008046321
90	7	0.640134870570341
90	8	0.853050886095952
90	9	1.09539053119382
90	10	1.35358872302311
90	11	1.61575165716581
90	12	1.86885067712061
90	13	2.10336269630854
90	14	2.31022941859011
90	15	2.47947924029132
90	16	2.60104032378276
90	17	2.66487576367666
90	18	2.66178069677701
90	19	2.58662612268163
90	20	2.4402086742243
90	21	2.22765080117857
90	22	1.95848961107420
90	23	1.64775192825256
90	24	1.31483363516489
90	25	0.979993535312854
90	26	0.660139230995584
90	27	0.365471702213992
90	28	0.0998251175231192
90	29	0
90	30	0
90	31	0
90	32	0
90	33	0
90	34	0
90	35	0
91	3	0.174960286650658
91	4	0.277324304242371
91	5	0.409178144549675
91	6	0.568587476429352
91	7	0.758622033922084
91	8	0.980060185426974
91	9	1.22661226003842
91	10	1.48364287634257
91	11	1.73624355691283
91	12	1.97294177612784
91	13	2.18514099447546
91	14	2.36493031117568
91	15	2.50390775837359
91	16	2.59546116365945
91	17	2.63334035527478
91	18	2.61172554235469
91	19	2.52755567268189
91	20	2.38185967834821
91	21	2.17967559336411
91	22	1.92988624927780
91	23	1.64507256646438
91	24	1.34041436990898
91	25	1.03144880902939
91	26	0.731438909522889
91	27	0.449485120191955
91	28	0.190346364952291
91	29	0
91	30	0
91	31	0
91	32	0
91	33	0
91	34	0
91	35	0
92	3	0.274774297161258
92	4	0.389254815837464
92	5	0.533200268153425
92	6	0.704989819855998
92	7	0.90498485697393
92	8	1.13126383572563
92	9	1.37688598931514
92	10	1.62646366450492
92	11	1.86381630182101
92	12	2.07892937574630
92	13	2.26495316087331
92	14	2.41636805612142
92	15	2.52582976350249
92	16	2.59005290178913
92	17	2.60560161984079
92	18	2.56872948350624
92	19	2.47773454971042
92	20	2.33396190246574
92	21	2.14202604663499
92	22	1.90964454876804
92	23	1.64717910288988
92	24	1.36665384676307
92	25	1.08023556457675
92	26	0.798575741003128
92	27	0.529618828211054
92	28	0.278290631024873
92	29	0.0469307311356898
92	30	0
92	31	0
92	32	0
92	33	0
92	34	0
92	35	0
93	3	0.399070933748575
93	4	0.52384267875601
93	5	0.677247033096852
93	6	0.858386953376646
93	7	1.06486737131920
93	8	1.29222972957862
93	9	1.531973090618
93	10	1.76975568748011
93	11	1.98787274111523
93	12	2.17812854280567
93	13	2.33558605751942
93	14	2.45789312911553
93	15	2.54142959696848
93	16	2.58307470337458
93	17	2.58055301535640
93	18	2.53173981558717
93	19	2.43596676885484
93	20	2.29483795039682
93	21	2.11249127481948
93	22	1.89546456748921
93	23	1.65223638369820
93	24	1.39243011367988
93	25	1.12575077627582
93	26	0.860891621377966
93	27	0.604726040167602
93	28	0.36199042124598
93	29	0.135423228892746
93	30	0
93	31	0
93	32	0
93	33	0
93	34	0
93	35	0
94	3	0.535836120469495
94	4	0.669603823991305
94	5	0.830212636376732
94	6	1.01633820048151
94	7	1.22446185802876
94	8	1.44820105669665
94	9	1.67734852689873
94	10	1.89780839249669
94	11	2.09404033731123
94	12	2.25879819848812
94	13	2.39060406372562
94	14	2.48816868192195
94	15	2.54981593566432
94	16	2.57323847569264
94	17	2.55667352167502
94	18	2.49901178312436
94	19	2.40032852223913
94	20	2.26240379961602
94	21	2.08893562958207
94	22	1.88543835651955
94	23	1.65886635098088
94	24	1.41700524428611
94	25	1.16771551734485
94	26	0.918179701134046
94	27	0.674327481702037
94	28	0.440552215858952
94	29	0.219717480901478
94	30	0.0133616219231254
94	31	0
94	32	0
94	33	0
94	34	0
94	35	0
95	3	0.676077224259524
95	4	0.816554782094917
95	5	0.981251456865639
95	6	1.16836434832205
95	7	1.37377272023808
95	8	1.59015421341740
95	9	1.80567067847582
95	10	2.00490303126748
95	11	2.17711955261291
95	12	2.31885078811773
95	13	2.4290494425646
95	14	2.50678256754701
95	15	2.55087038832767
95	16	2.55988966773901
95	17	2.53270897250690
95	18	2.46886098710555
95	19	2.36888932718068
95	20	2.23465374713176
95	21	2.06946400629766
95	22	1.87799542412676
95	23	1.66599898197085
95	24	1.43984839495582
95	25	1.20599615890695
95	26	0.970438699728316
95	27	0.738294190882596
95	28	0.513561421558442
95	29	0.299068515794806
95	30	0.0965689756448243
95	31	0
95	32	0
95	33	0
95	34	0
95	35	0
96	3	0.8132096886225
96	4	0.957403899517522
96	5	1.12270787044250
96	6	1.30692224342403
96	7	1.5056665702834
96	8	1.71168647182738
96	9	1.91336105616959
96	10	2.09148781810462
96	11	2.24010764227812
96	12	2.360944701069
96	13	2.45277550001929
96	14	2.51437303520628
96	15	2.54464898602897
96	16	2.5426452953766
96	17	2.50774196652793
96	18	2.43992217714797
96	19	2.34001635538943
96	20	2.20988859019300
96	21	2.05250872172793
96	22	1.87187660012207
96	23	1.67280132399655
96	24	1.46056673078447
96	25	1.24053635575077
96	26	1.01776497969469
96	27	0.796682112381989
96	28	0.58089159603617
96	29	0.373098367439322
96	30	0.175143025216158
96	31	0
96	32	0
96	33	0
96	34	0
96	35	0
97	3	0.942738169233719
97	4	1.08754291874390
97	5	1.25008357697235
97	6	1.42775795005995
97	7	1.61595014957778
97	8	1.80746362985584
97	9	1.99123186566330
97	10	2.15090741162508
97	11	2.28176104745475
97	12	2.38605974519282
97	13	2.46314874002237
97	14	2.51196139688353
97	15	2.53159788453918
97	16	2.52142537509315
97	17	2.48119559286100
97	18	2.41120695659184
97	19	2.31246312021425
97	20	2.18678641101041
97	21	2.03685072013489
97	22	1.86611294800846
97	23	1.67864390054733
97	24	1.47888015586502
97	25	1.27133399725881
97	26	1.06030657779629
97	27	0.849647252435857
97	28	0.642589064237673
97	29	0.441670928419956
97	30	0.248738365346029
97	31	0.0650026445344458
97	32	0
97	33	0
97	34	0
97	35	0
98	3	1.06198330483975
98	4	1.20461019471907
98	5	1.36154749691824
98	6	1.52982461365377
98	7	1.70462396561913
98	8	1.87885420576979
98	9	2.04283387497323
98	10	2.18627171228917
98	11	2.30416711338913
98	12	2.39610729580657
98	13	2.46185719348730
98	14	2.50083072675802
98	15	2.51247100292975
98	16	2.49645506943897
98	17	2.45282182041905
98	18	2.38208989626178
98	19	2.28536199567509
98	20	2.16439289436131
98	21	2.02159927205111
98	22	1.85999868164110
98	23	1.68307865922540
98	24	1.49461077136437
98	25	1.29843497943837
98	26	1.09824485339032
98	27	0.897402589721936
98	28	0.698804825524066
98	29	0.504808413293006
98	30	0.317213478112347
98	31	0.137292541003192
98	32	0
98	33	0
98	34	0
98	35	0
99	3	1.16972044856863
99	4	1.30795867015199
99	5	1.45727308859162
99	6	1.61448716066227
99	7	1.77487521911152
99	8	1.93206626599252
99	9	2.07845461686592
99	10	2.2068610513585
99	11	2.31278704084051
99	12	2.39445965634615
99	13	2.45120321690354
99	14	2.48257485051316
99	15	2.48827003695693
99	16	2.46821283270498
99	17	2.42265411470908
99	18	2.35225874669901
99	19	2.25817521169997
99	20	2.14207514325565
99	21	2.00614992887718
99	22	1.85305705745222
99	23	1.68581751673648
99	24	1.50767456308826
99	25	1.32193122644402
99	26	1.13178734767637
99	27	0.940196026075463
99	28	0.749754450350783
99	29	0.56263671579591
99	30	0.380568560883208
99	31	0.204837930758468
99	32	0.0363319081267088
99	33	0
99	34	0
99	35	0
100	3	1.26577116029671
100	4	1.39806620331546
100	5	1.53858159921291
100	6	1.68414222937226
100	7	1.83038873156086
100	8	1.97190092695527
100	9	2.10272640386912
100	10	2.21741978568528
100	11	2.31207885631706
100	12	2.38451085152503
100	13	2.43363366227582
100	14	2.45891279687958
100	15	2.46012848439698
100	16	2.43734236991154
100	17	2.39093297812499
100	18	2.32164475017324
100	19	2.23062867674305
100	20	2.11946141068068
100	21	1.99013349773164
100	22	1.84500199641038
100	23	1.68670867676803
100	24	1.51807100564343
100	25	1.34195784338429
100	26	1.16116413565077
100	27	0.978298423957882
100	28	0.795693976674493
100	29	0.615349672846123
100	30	0.438901725958697
100	31	0.267623092247797
100	32	0.102444683553699
100	33	0
100	34	0
100	35	0
